post_id,user_name,post_type,post_country,post_language,likes_cnt,comments_cnt,saved_cnt,genre,hash_tags,description
0256,user_20,Video,USA,English,388,130,91,Nature,"['learning', 'nature', 'students']",A post about nature.
0257,user_13,Image,Australia,Spanish,295,43,17,Nature,"['machinelearning', 'wildlife']",A post about nature.
0258,user_65,Text,USA,German,267,99,73,Technology,"['machinelearning', 'nature']",A post about technology.
0259,user_66,Reel,India,Hindi,1178,522,268,Education,"['AI', 'machinelearning']",A post about education.
0260,user_80,Image,UK,French,630,131,39,Travel,"['beach', 'learning', 'recipe', 'technology', 'fitness']",A post about travel.
0261,user_27,Reel,Germany,Spanish,599,191,60,Technology,"['AI', 'coding', 'wildlife', 'vacation']",A post about technology.
0262,user_5,Video,Canada,English,813,126,127,Travel,"['coding', 'health', 'wildlife', 'nature']",A post about travel.
0263,user_35,Image,Germany,German,682,77,131,Fitness,"['technology', 'machinelearning', 'beach', 'AI']",A post about fitness.
0264,user_60,Image,Australia,Hindi,402,193,65,Technology,"['vacation', 'nature', 'machinelearning']",A post about technology.
0265,user_17,Reel,Australia,Hindi,747,248,46,Cooking,"['machinelearning', 'learning', 'beach', 'forest', 'students']",A post about cooking.
0266,user_15,Image,Australia,English,512,169,67,Cooking,"['students', 'coding', 'machinelearning', 'learning']",A post about cooking.
0267,user_41,Image,Australia,French,339,148,18,Nature,"['machinelearning', 'nature', 'students']",A post about nature.
0268,user_81,Text,Germany,Hindi,456,159,48,Travel,"['nature', 'machinelearning', 'coding']",A post about travel.
0269,user_88,Text,Canada,French,407,143,87,Travel,"['coding', 'beach', 'fitness']",A post about travel.
0270,user_96,Image,UK,French,339,57,88,Nature,"['nature', 'beach', 'fitness', 'forest', 'health']",A post about nature.
0271,user_74,Image,Australia,German,784,195,126,Education,"['health', 'nature']",A post about education.
0272,user_74,Image,India,Hindi,287,71,33,Nature,"['technology', 'coding', 'vacation']",A post about nature.
0273,user_47,Reel,Australia,German,919,371,131,Travel,"['travel', 'health', 'machinelearning', 'technology', 'fitness']",A post about travel.
0274,user_43,Text,UK,German,428,148,119,Travel,"['nature', 'AI', 'students']",A post about travel.
0275,user_95,Video,Canada,Spanish,795,318,51,Travel,"['coding', 'travel', 'fitness']",A post about travel.
0276,user_11,Video,India,French,362,143,92,Nature,"['coding', 'nature']",A post about nature.
0277,user_3,Reel,UK,German,1195,202,100,Education,"['recipe', 'coding', 'students', 'nature', 'health']",A post about education.
0278,user_73,Image,Germany,English,816,125,70,Education,"['recipe', 'students']",A post about education.
0279,user_94,Image,UK,German,422,82,49,Technology,"['machinelearning', 'travel', 'learning', 'recipe']",A post about technology.
0280,user_81,Text,UK,English,205,35,57,Nature,"['nature', 'learning', 'technology', 'vacation', 'AI']",A post about nature.
0281,user_10,Reel,Australia,German,901,188,162,Travel,"['AI', 'beach', 'fitness', 'learning']",A post about travel.
0282,user_26,Video,Australia,French,657,282,138,Cooking,"['recipe', 'travel', 'technology']",A post about cooking.
0283,user_31,Text,Canada,French,289,82,66,Technology,"['AI', 'health']",A post about technology.
0284,user_30,Video,USA,Spanish,950,295,206,Fitness,"['health', 'nature', 'fitness']",A post about fitness.
0285,user_84,Video,India,English,366,66,75,Nature,"['travel', 'forest', 'wildlife', 'technology', 'coding']",A post about nature.
0286,user_22,Video,Germany,Hindi,671,153,131,Cooking,"['beach', 'learning', 'forest', 'coding']",A post about cooking.
0287,user_69,Reel,Australia,Spanish,402,121,101,Nature,"['learning', 'machinelearning', 'wildlife', 'AI', 'students']",A post about nature.
0288,user_30,Reel,India,English,1199,435,77,Education,"['AI', 'nature']",A post about education.
0289,user_97,Reel,Canada,German,1244,209,226,Education,"['technology', 'AI']",A post about education.
0290,user_95,Reel,India,English,857,276,54,Travel,"['vacation', 'students']",A post about travel.
0291,user_51,Video,Australia,English,483,80,48,Technology,"['vacation', 'coding', 'recipe', 'technology', 'wildlife']",A post about technology.
0292,user_83,Image,Australia,Spanish,674,81,81,Fitness,"['fitness', 'coding', 'travel', 'vacation', 'machinelearning']",A post about fitness.
0293,user_34,Image,India,Spanish,388,130,32,Technology,"['AI', 'wildlife', 'learning']",A post about technology.
0294,user_7,Reel,India,French,1192,449,190,Education,"['health', 'forest', 'learning']",A post about education.
0295,user_35,Image,UK,Spanish,569,279,43,Travel,"['wildlife', 'vacation', 'machinelearning']",A post about travel.
0296,user_30,Video,Germany,Hindi,1036,238,261,Education,"['technology', 'beach']",A post about education.
0297,user_7,Reel,Australia,Spanish,486,230,124,Nature,"['recipe', 'travel']",A post about nature.
0298,user_81,Text,Canada,French,533,65,113,Education,"['machinelearning', 'learning']",A post about education.
0299,user_74,Text,Canada,English,527,236,145,Fitness,"['learning', 'beach']",A post about fitness.
