post_id,post_country,post_language,likes_cnt,comments_cnt,saved_cnt,post_type,genre,hash_tags,description,related_genres
0175,India,German,876,123,62,Video,Music,"['forest', 'adventure', 'technology']","A post about music featuring forest, adventure.","['Nature', 'Technology']"
0176,India,German,743,98,76,Video,Education,"['students', 'beach', 'coding', 'technology', 'art', 'machinelearning']","A post about education featuring students, beach.","['Education', 'Fitness']"
0177,India,Japanese,546,139,35,Reel,Nature,"['machinelearning', 'wildlife', 'fashion', 'forest']","A post about nature featuring machinelearning, wildlife.","['Health', 'Education']"
0178,Italy,Portuguese,356,42,18,Text,Health,"['learning', 'art', 'science', 'adventure', 'coding']","A post about health featuring learning, art.","['Health', 'Music']"
0179,USA,Portuguese,467,53,55,Text,Fashion,"['fashion', 'machinelearning', 'science', 'food', 'technology', 'fitness']","A post about fashion featuring fashion, machinelearning.","['Travel', 'Cooking']"
0180,Italy,Japanese,773,99,63,Image,Music,"['health', 'technology', 'adventure', 'beach', 'coding', 'art', 'students']","A post about music featuring health, technology.","['Sports', 'Cooking']"
0181,Canada,Hindi,225,29,24,Text,Technology,"['sports', 'students', 'fitness', 'vacation', 'learning']","A post about technology featuring sports, students.","['Fashion', 'Sports']"
0182,Italy,Hindi,1062,242,150,Reel,Fashion,"['coding', 'vacation', 'machinelearning']","A post about fashion featuring coding, vacation.","['Sports', 'Cooking']"
0183,UK,Japanese,622,157,41,Image,Music,"['travel', 'forest', 'machinelearning', 'AI', 'learning', 'technology']","A post about music featuring travel, forest.","['Sports', 'Fashion']"
0184,Brazil,French,209,32,35,Image,Nature,"['recipe', 'learning', 'vacation', 'travel', 'forest', 'fitness']","A post about nature featuring recipe, learning.","['Technology', 'Travel']"
0185,Japan,Portuguese,209,46,15,Text,Cooking,"['vacation', 'music', 'beach', 'education', 'health', 'recipe', 'adventure']","A post about cooking featuring vacation, music.","['Fashion', 'Cooking']"
0186,UK,German,653,85,71,Reel,Fitness,"['vacation', 'beach', 'sports']","A post about fitness featuring vacation, beach.","['Education', 'Health']"
0187,Australia,Portuguese,618,82,86,Video,Travel,"['fitness', 'sports', 'science', 'learning']","A post about travel featuring fitness, sports.","['Fitness', 'Health']"
0188,Italy,Japanese,953,247,128,Reel,Music,"['technology', 'AI', 'art']","A post about music featuring technology, AI.","['Education', 'Health']"
0189,Canada,Hindi,515,135,54,Video,Technology,"['machinelearning', 'wildlife', 'culture']","A post about technology featuring machinelearning, wildlife.","['Education', 'Fashion']"
0190,Australia,Hindi,460,103,48,Text,Music,"['education', 'students', 'health', 'forest', 'vacation']","A post about music featuring education, students.","['Education', 'Sports']"
0191,Canada,French,381,59,69,Video,Technology,"['beach', 'nature', 'students', 'art', 'technology', 'wildlife']","A post about technology featuring beach, nature.","['Music', 'Fitness']"
0192,Japan,French,372,45,24,Text,Fitness,"['adventure', 'culture', 'students', 'nature']","A post about fitness featuring adventure, culture.","['Travel', 'Fitness']"
0193,Japan,Japanese,433,86,24,Text,Fitness,"['music', 'culture', 'adventure', 'fashion']","A post about fitness featuring music, culture.","['Cooking', 'Travel']"
0194,Japan,French,775,183,146,Reel,Travel,"['recipe', 'travel', 'science', 'art', 'AI']","A post about travel featuring recipe, travel.","['Nature', 'Education']"
0195,Australia,English,1044,221,166,Reel,Music,"['students', 'technology', 'music', 'health', 'beach', 'nature', 'fashion']","A post about music featuring students, technology.","['Travel', 'Cooking']"
0196,Germany,French,772,95,70,Reel,Travel,"['art', 'education', 'vacation', 'forest']","A post about travel featuring art, education.","['Sports', 'Cooking']"
0197,USA,Hindi,434,84,50,Reel,Nature,"['technology', 'students', 'adventure', 'food', 'machinelearning', 'sports']","A post about nature featuring technology, students.","['Technology', 'Sports']"
0198,Germany,Portuguese,360,83,69,Video,Nature,"['machinelearning', 'learning', 'recipe', 'fashion', 'fitness', 'technology', 'AI']","A post about nature featuring machinelearning, learning.","['Travel', 'Cooking']"
0199,Germany,Spanish,1166,126,114,Reel,Sports,"['technology', 'learning', 'music']","A post about sports featuring technology, learning.","['Sports', 'Fashion']"
0200,USA,English,888,95,174,Video,Music,"['culture', 'travel', 'adventure', 'music', 'nature']","A post about music featuring culture, travel.","['Travel', 'Cooking']"
0201,Italy,French,873,127,96,Video,Fashion,"['education', 'art', 'fitness', 'students']","A post about fashion featuring education, art.","['Sports', 'Nature']"
0202,Canada,French,630,63,61,Reel,Travel,"['learning', 'AI', 'coding', 'wildlife', 'beach']","A post about travel featuring learning, AI.","['Cooking', 'Fashion']"
0203,India,French,652,106,81,Image,Sports,"['nature', 'culture', 'wildlife']","A post about sports featuring nature, culture.","['Nature', 'Education']"
0204,Germany,Spanish,594,85,99,Reel,Cooking,"['technology', 'fitness', 'sports', 'health', 'adventure', 'art']","A post about cooking featuring technology, fitness.","['Nature', 'Technology']"
0205,Germany,English,1136,313,162,Reel,Sports,"['nature', 'art', 'education', 'students', 'science', 'fashion']","A post about sports featuring nature, art.","['Fashion', 'Cooking']"
0206,Canada,German,352,81,19,Text,Education,"['sports', 'vacation', 'recipe']","A post about education featuring sports, vacation.","['Cooking', 'Education']"
0207,Italy,German,449,100,42,Text,Sports,"['wildlife', 'fashion', 'AI', 'technology', 'forest', 'coding', 'travel']","A post about sports featuring wildlife, fashion.","['Fashion', 'Education']"
0208,Canada,Japanese,464,66,56,Image,Education,"['fitness', 'forest', 'health', 'sports', 'wildlife', 'art']","A post about education featuring fitness, forest.","['Music', 'Nature']"
0209,Italy,English,440,94,78,Text,Music,"['vacation', 'fitness', 'learning', 'music', 'beach', 'food']","A post about music featuring vacation, fitness.","['Nature', 'Education']"
0210,India,Spanish,437,47,74,Image,Travel,"['recipe', 'coding', 'nature', 'technology']","A post about travel featuring recipe, coding.","['Sports', 'Fashion']"
0211,Italy,Japanese,848,161,42,Video,Fashion,"['vacation', 'adventure', 'travel', 'machinelearning']","A post about fashion featuring vacation, adventure.","['Fashion', 'Travel']"
0212,Italy,Portuguese,1170,287,108,Reel,Sports,"['culture', 'food', 'wildlife', 'sports']","A post about sports featuring culture, food.","['Health', 'Education']"
0213,UK,Japanese,802,227,60,Video,Fashion,"['vacation', 'science', 'travel']","A post about fashion featuring vacation, science.","['Health', 'Cooking']"
0214,Japan,Spanish,810,231,142,Reel,Fitness,"['health', 'adventure', 'machinelearning']","A post about fitness featuring health, adventure.","['Fashion', 'Nature']"
0215,Germany,French,343,57,60,Video,Nature,"['education', 'recipe', 'nature', 'vacation', 'forest']","A post about nature featuring education, recipe.","['Cooking', 'Sports']"
0216,Australia,German,540,60,27,Text,Music,"['culture', 'machinelearning', 'travel', 'beach']","A post about music featuring culture, machinelearning.","['Sports', 'Travel']"
0217,Japan,English,528,88,77,Video,Cooking,"['culture', 'beach', 'wildlife', 'health']","A post about cooking featuring culture, beach.","['Music', 'Technology']"
0218,Australia,German,919,105,76,Video,Music,"['learning', 'health', 'beach', 'sports', 'machinelearning', 'technology', 'wildlife']","A post about music featuring learning, health.","['Travel', 'Technology']"
0219,Italy,German,867,87,162,Video,Music,"['adventure', 'fashion', 'travel']","A post about music featuring adventure, fashion.","['Education', 'Travel']"
0220,Brazil,English,387,97,74,Image,Technology,"['sports', 'fashion', 'art', 'students', 'food']","A post about technology featuring sports, fashion.","['Education', 'Fitness']"
0221,Canada,German,553,145,46,Reel,Technology,"['beach', 'students', 'travel']","A post about technology featuring beach, students.","['Nature', 'Music']"
0222,Canada,Japanese,869,210,117,Video,Fashion,"['coding', 'fitness', 'art', 'recipe']","A post about fashion featuring coding, fitness.","['Technology', 'Education']"
0223,Germany,Japanese,472,118,51,Text,Music,"['food', 'health', 'beach', 'art']","A post about music featuring food, health.","['Nature', 'Travel']"
0224,UK,Portuguese,889,245,83,Video,Sports,"['travel', 'music', 'forest']","A post about sports featuring travel, music.","['Health', 'Technology']"
0225,USA,Hindi,424,121,62,Image,Travel,"['health', 'vacation', 'science']","A post about travel featuring health, vacation.","['Music', 'Cooking']"
0226,India,Hindi,557,75,47,Video,Cooking,"['health', 'culture', 'technology', 'recipe', 'nature']","A post about cooking featuring health, culture.","['Sports', 'Travel']"
0227,UK,English,830,120,114,Reel,Health,"['vacation', 'food', 'sports', 'recipe', 'nature', 'machinelearning', 'science']","A post about health featuring vacation, food.","['Music', 'Cooking']"
0228,Germany,French,831,102,46,Reel,Fitness,"['food', 'wildlife', 'technology', 'fashion', 'music']","A post about fitness featuring food, wildlife.","['Music', 'Health']"
0229,UK,Japanese,225,55,32,Image,Nature,"['travel', 'sports', 'music', 'adventure']","A post about nature featuring travel, sports.","['Fashion', 'Education']"
0230,Italy,Japanese,647,141,96,Reel,Cooking,"['music', 'machinelearning', 'education', 'forest', 'students', 'science']","A post about cooking featuring music, machinelearning.","['Education', 'Sports']"
0231,Canada,Spanish,663,158,102,Image,Sports,"['culture', 'sports', 'machinelearning', 'AI', 'recipe', 'food', 'learning']","A post about sports featuring culture, sports.","['Nature', 'Cooking']"
0232,Canada,German,552,131,62,Image,Health,"['wildlife', 'learning', 'nature', 'vacation', 'AI', 'fashion']","A post about health featuring wildlife, learning.","['Sports', 'Technology']"
0233,UK,Portuguese,666,165,94,Image,Sports,"['fitness', 'sports', 'travel', 'learning', 'food', 'adventure']","A post about sports featuring fitness, sports.","['Music', 'Travel']"
0234,UK,Hindi,697,70,71,Image,Sports,"['recipe', 'vacation', 'food', 'learning', 'forest']","A post about sports featuring recipe, vacation.","['Fashion', 'Nature']"
0235,Italy,Japanese,299,58,49,Image,Technology,"['science', 'learning', 'technology', 'machinelearning']","A post about technology featuring science, learning.","['Travel', 'Music']"
0236,Brazil,Hindi,659,196,127,Image,Fashion,"['vacation', 'technology', 'music', 'fashion', 'adventure']","A post about fashion featuring vacation, technology.","['Cooking', 'Technology']"
0237,India,Spanish,368,56,18,Image,Cooking,"['technology', 'art', 'wildlife', 'culture']","A post about cooking featuring technology, art.","['Music', 'Travel']"
0238,Canada,German,1172,235,106,Reel,Sports,"['fashion', 'sports', 'AI']","A post about sports featuring fashion, sports.","['Cooking', 'Education']"
0239,Australia,French,1199,341,110,Reel,Sports,"['AI', 'health', 'music', 'culture', 'nature', 'fitness', 'machinelearning']","A post about sports featuring AI, health.","['Sports', 'Education']"
0240,Australia,German,949,230,112,Video,Music,"['AI', 'learning', 'culture', 'forest', 'science']","A post about music featuring AI, learning.","['Sports', 'Nature']"
0241,India,Hindi,267,60,33,Text,Technology,"['forest', 'education', 'art']","A post about technology featuring forest, education.","['Travel', 'Fitness']"
0242,India,Portuguese,695,163,67,Video,Health,"['wildlife', 'nature', 'food', 'travel', 'fitness']","A post about health featuring wildlife, nature.","['Music', 'Education']"
0243,India,German,324,71,23,Text,Travel,"['food', 'forest', 'machinelearning', 'nature', 'beach', 'coding', 'travel']","A post about travel featuring food, forest.","['Sports', 'Cooking']"
0244,Italy,Japanese,560,163,69,Video,Fitness,"['coding', 'travel', 'fashion', 'culture', 'technology', 'health']","A post about fitness featuring coding, travel.","['Travel', 'Education']"
0245,Italy,Portuguese,693,144,131,Image,Fashion,"['forest', 'education', 'machinelearning']","A post about fashion featuring forest, education.","['Education', 'Sports']"
0246,Germany,Japanese,699,115,37,Video,Health,"['AI', 'fitness', 'science']","A post about health featuring AI, fitness.","['Education', 'Travel']"
0247,Italy,Japanese,533,156,103,Reel,Nature,"['fashion', 'AI', 'forest', 'nature', 'science', 'fitness', 'vacation']","A post about nature featuring fashion, AI.","['Fitness', 'Health']"
0248,Brazil,Spanish,769,179,126,Reel,Education,"['education', 'travel', 'coding', 'health']","A post about education featuring education, travel.","['Music', 'Cooking']"
0249,India,Spanish,847,185,135,Reel,Health,"['students', 'music', 'art', 'food', 'education', 'AI', 'vacation']","A post about health featuring students, music.","['Music', 'Fashion']"
0250,Australia,German,520,137,86,Text,Health,"['science', 'wildlife', 'AI', 'food', 'music', 'learning']","A post about health featuring science, wildlife.","['Music', 'Travel']"
0251,UK,German,694,85,124,Image,Health,"['coding', 'sports', 'culture', 'recipe']","A post about health featuring coding, sports.","['Sports', 'Music']"
0252,UK,German,502,146,52,Text,Music,"['travel', 'music', 'technology']","A post about music featuring travel, music.","['Cooking', 'Sports']"
0253,Brazil,German,586,122,73,Text,Sports,"['travel', 'students', 'beach', 'health']","A post about sports featuring travel, students.","['Education', 'Health']"
0254,India,English,1028,129,53,Reel,Sports,"['education', 'culture', 'AI', 'music', 'travel', 'adventure']","A post about sports featuring education, culture.","['Travel', 'Cooking']"
0255,Brazil,English,792,213,151,Image,Sports,"['adventure', 'technology', 'fashion', 'forest']","A post about sports featuring adventure, technology.","['Fitness', 'Health']"
0256,France,Portuguese,490,51,38,Text,Sports,"['wildlife', 'coding', 'machinelearning']","A post about sports featuring wildlife, coding.","['Fitness', 'Music']"
0257,Canada,Japanese,460,71,57,Text,Health,"['education', 'fitness', 'travel']","A post about health featuring education, fitness.","['Sports', 'Fitness']"
0258,Brazil,Spanish,370,94,21,Text,Health,"['sports', 'fitness', 'wildlife', 'recipe', 'nature', 'learning']","A post about health featuring sports, fitness.","['Fitness', 'Health']"
0259,Italy,Spanish,437,45,55,Text,Music,"['forest', 'technology', 'culture', 'nature', 'learning', 'fashion', 'music']","A post about music featuring forest, technology.","['Technology', 'Sports']"
0260,Japan,Hindi,471,86,39,Image,Fitness,"['coding', 'travel', 'vacation', 'art']","A post about fitness featuring coding, travel.","['Technology', 'Fitness']"
0261,UK,Portuguese,310,49,52,Text,Education,"['learning', 'nature', 'beach', 'technology', 'food']","A post about education featuring learning, nature.","['Music', 'Education']"
0262,India,German,740,74,89,Image,Music,"['machinelearning', 'fashion', 'AI', 'sports', 'technology', 'education']","A post about music featuring machinelearning, fashion.","['Education', 'Fitness']"
0263,Italy,Japanese,316,54,40,Text,Cooking,"['food', 'coding', 'learning', 'culture', 'adventure', 'beach']","A post about cooking featuring food, coding.","['Travel', 'Sports']"
0264,Brazil,Hindi,480,88,79,Image,Education,"['fashion', 'technology', 'adventure', 'students', 'coding', 'sports', 'travel']","A post about education featuring fashion, technology.","['Travel', 'Technology']"
0265,USA,German,380,60,23,Image,Cooking,"['students', 'recipe', 'wildlife']","A post about cooking featuring students, recipe.","['Sports', 'Technology']"
0266,Canada,English,333,35,57,Text,Technology,"['travel', 'art', 'health', 'science', 'recipe', 'fitness', 'forest']","A post about technology featuring travel, art.","['Travel', 'Education']"
0267,France,Hindi,584,121,66,Text,Sports,"['wildlife', 'machinelearning', 'music', 'vacation', 'recipe', 'adventure']","A post about sports featuring wildlife, machinelearning.","['Technology', 'Education']"
0268,Italy,French,805,164,80,Video,Education,"['science', 'education', 'adventure', 'art']","A post about education featuring science, education.","['Education', 'Technology']"
0269,Canada,Hindi,932,207,65,Video,Music,"['education', 'students', 'culture', 'nature']","A post about music featuring education, students.","['Fashion', 'Health']"
0270,UK,German,839,161,44,Video,Health,"['machinelearning', 'nature', 'culture', 'students', 'AI', 'sports']","A post about health featuring machinelearning, nature.","['Cooking', 'Music']"
0271,Germany,Japanese,412,88,50,Image,Cooking,"['music', 'beach', 'education', 'students']","A post about cooking featuring music, beach.","['Travel', 'Fitness']"
0272,India,Portuguese,352,43,35,Text,Fitness,"['sports', 'travel', 'machinelearning', 'adventure']","A post about fitness featuring sports, travel.","['Fitness', 'Technology']"
0273,USA,Japanese,832,124,46,Video,Music,"['fitness', 'beach', 'coding', 'sports', 'forest']","A post about music featuring fitness, beach.","['Travel', 'Fitness']"
0274,UK,German,259,44,31,Text,Cooking,"['culture', 'nature', 'education', 'art', 'forest', 'students', 'recipe']","A post about cooking featuring culture, nature.","['Health', 'Education']"
0275,Australia,Spanish,691,165,133,Reel,Fitness,"['fashion', 'nature', 'beach', 'music', 'adventure', 'culture']","A post about fitness featuring fashion, nature.","['Travel', 'Technology']"
0276,Australia,French,526,98,84,Image,Education,"['travel', 'culture', 'coding', 'nature', 'music']","A post about education featuring travel, culture.","['Travel', 'Nature']"
0277,Canada,Portuguese,372,95,53,Video,Nature,"['beach', 'science', 'nature', 'fashion']","A post about nature featuring beach, science.","['Fashion', 'Music']"
0278,Australia,German,707,207,127,Video,Education,"['fitness', 'wildlife', 'music']","A post about education featuring fitness, wildlife.","['Music', 'Travel']"
0279,Canada,Spanish,879,116,160,Video,Music,"['vacation', 'education', 'art', 'music', 'beach', 'coding']","A post about music featuring vacation, education.","['Nature', 'Health']"
0280,UK,English,497,119,53,Video,Technology,"['health', 'machinelearning', 'fashion', 'recipe']","A post about technology featuring health, machinelearning.","['Nature', 'Cooking']"
0281,Canada,Hindi,1158,200,206,Reel,Sports,"['nature', 'fashion', 'coding', 'science', 'technology', 'recipe']","A post about sports featuring nature, fashion.","['Cooking', 'Nature']"
0282,UK,German,659,164,65,Video,Education,"['health', 'recipe', 'sports']","A post about education featuring health, recipe.","['Fashion', 'Sports']"
0283,Italy,Japanese,532,66,104,Reel,Cooking,"['sports', 'technology', 'recipe', 'machinelearning', 'fashion']","A post about cooking featuring sports, technology.","['Fitness', 'Nature']"
0284,Japan,German,536,108,58,Video,Technology,"['nature', 'health', 'beach', 'students', 'music', 'food', 'fashion']","A post about technology featuring nature, health.","['Music', 'Nature']"
0285,India,Portuguese,291,40,52,Text,Fitness,"['art', 'recipe', 'music', 'beach', 'AI', 'students', 'vacation']","A post about fitness featuring art, recipe.","['Education', 'Nature']"
0286,France,Portuguese,153,35,25,Text,Technology,"['fashion', 'vacation', 'culture', 'travel', 'food', 'machinelearning', 'forest']","A post about technology featuring fashion, vacation.","['Fashion', 'Education']"
0287,Germany,Spanish,206,28,26,Text,Technology,"['nature', 'travel', 'vacation', 'education']","A post about technology featuring nature, travel.","['Education', 'Fitness']"
0288,India,German,315,82,53,Text,Education,"['education', 'students', 'machinelearning', 'AI', 'nature']","A post about education featuring education, students.","['Education', 'Nature']"
0289,USA,Spanish,806,100,104,Reel,Education,"['adventure', 'fitness', 'science', 'nature']","A post about education featuring adventure, fitness.","['Fashion', 'Health']"
0290,UK,English,701,169,61,Image,Music,"['students', 'nature', 'travel', 'adventure', 'food', 'fitness']","A post about music featuring students, nature.","['Health', 'Education']"
0291,Germany,French,594,77,48,Video,Fitness,"['machinelearning', 'adventure', 'nature', 'technology', 'fashion', 'music', 'sports']","A post about fitness featuring machinelearning, adventure.","['Technology', 'Health']"
0292,UK,German,615,79,48,Video,Fitness,"['fitness', 'AI', 'nature']","A post about fitness featuring fitness, AI.","['Cooking', 'Education']"
0293,Germany,Spanish,423,109,54,Video,Technology,"['students', 'adventure', 'coding', 'machinelearning', 'technology', 'AI']","A post about technology featuring students, adventure.","['Fashion', 'Technology']"
0294,Australia,English,923,132,101,Video,Sports,"['AI', 'learning', 'machinelearning', 'health', 'culture', 'technology']","A post about sports featuring AI, learning.","['Cooking', 'Music']"
0295,Italy,French,815,199,103,Video,Education,"['food', 'machinelearning', 'technology']","A post about education featuring food, machinelearning.","['Sports', 'Cooking']"
0296,France,German,732,111,60,Video,Health,"['travel', 'forest', 'machinelearning', 'AI', 'health']","A post about health featuring travel, forest.","['Fashion', 'Travel']"
0297,France,Japanese,813,239,77,Video,Fashion,"['sports', 'travel', 'wildlife', 'fitness']","A post about fashion featuring sports, travel.","['Technology', 'Health']"
0298,India,French,604,147,80,Video,Fitness,"['fashion', 'education', 'wildlife', 'machinelearning', 'students']","A post about fitness featuring fashion, education.","['Education', 'Travel']"
0299,UK,Hindi,839,121,91,Video,Fashion,"['adventure', 'machinelearning', 'technology']","A post about fashion featuring adventure, machinelearning.","['Fashion', 'Music']"
0300,Canada,English,424,81,50,Video,Nature,"['nature', 'adventure', 'travel', 'fashion']","A post about nature featuring nature, adventure.","['Cooking', 'Fitness']"
0301,France,Spanish,422,94,48,Image,Fitness,"['adventure', 'science', 'students', 'wildlife', 'forest', 'recipe']","A post about fitness featuring adventure, science.","['Music', 'Fashion']"
0302,UK,Japanese,229,33,20,Image,Nature,"['forest', 'food', 'education', 'science', 'vacation', 'nature', 'AI']","A post about nature featuring forest, food.","['Sports', 'Fashion']"
0303,India,Spanish,397,113,66,Text,Health,"['fashion', 'coding', 'health', 'wildlife', 'culture', 'learning']","A post about health featuring fashion, coding.","['Fashion', 'Technology']"
0304,Italy,Spanish,542,88,54,Video,Travel,"['nature', 'music', 'education']","A post about travel featuring nature, music.","['Technology', 'Health']"
0305,Japan,Hindi,525,66,102,Image,Health,"['beach', 'adventure', 'technology']","A post about health featuring beach, adventure.","['Sports', 'Nature']"
0306,Italy,French,368,75,64,Video,Technology,"['coding', 'science', 'machinelearning', 'learning', 'food']","A post about technology featuring coding, science.","['Fashion', 'Health']"
0307,India,Japanese,308,85,22,Text,Travel,"['recipe', 'fashion', 'wildlife', 'culture', 'sports', 'beach', 'fitness']","A post about travel featuring recipe, fashion.","['Travel', 'Health']"
0308,Japan,English,992,295,149,Video,Music,"['art', 'coding', 'education', 'vacation', 'adventure', 'sports', 'culture']","A post about music featuring art, coding.","['Music', 'Technology']"
0309,France,Spanish,459,134,53,Reel,Technology,"['students', 'coding', 'food', 'learning', 'music']","A post about technology featuring students, coding.","['Technology', 'Sports']"
0310,Germany,French,226,42,14,Text,Travel,"['machinelearning', 'beach', 'education']","A post about travel featuring machinelearning, beach.","['Technology', 'Sports']"
0311,USA,English,303,37,28,Image,Nature,"['science', 'machinelearning', 'travel', 'vacation', 'learning', 'beach']","A post about nature featuring science, machinelearning.","['Music', 'Sports']"
0312,UK,Spanish,276,27,32,Image,Technology,"['nature', 'students', 'coding', 'fitness', 'wildlife']","A post about technology featuring nature, students.","['Technology', 'Fitness']"
0313,Japan,French,623,99,42,Video,Education,"['education', 'learning', 'forest', 'sports', 'beach']","A post about education featuring education, learning.","['Travel', 'Music']"
0314,Japan,French,950,251,168,Reel,Fashion,"['culture', 'education', 'nature', 'fitness', 'wildlife', 'travel']","A post about fashion featuring culture, education.","['Music', 'Sports']"
0315,Australia,Portuguese,696,97,85,Reel,Travel,"['recipe', 'machinelearning', 'forest', 'beach', 'technology', 'students']","A post about travel featuring recipe, machinelearning.","['Nature', 'Fashion']"
0316,Japan,German,953,206,52,Video,Music,"['culture', 'coding', 'fashion']","A post about music featuring culture, coding.","['Travel', 'Health']"
0317,UK,French,1049,158,79,Reel,Sports,"['education', 'machinelearning', 'coding', 'vacation', 'forest', 'culture']","A post about sports featuring education, machinelearning.","['Fashion', 'Education']"
0318,USA,English,171,36,25,Text,Nature,"['students', 'adventure', 'art', 'recipe']","A post about nature featuring students, adventure.","['Travel', 'Health']"
0319,France,German,200,33,32,Text,Technology,"['students', 'health', 'culture', 'technology', 'recipe', 'education', 'fashion']","A post about technology featuring students, health.","['Technology', 'Music']"
0320,Italy,Portuguese,801,144,81,Image,Sports,"['nature', 'coding', 'learning', 'recipe']","A post about sports featuring nature, coding.","['Health', 'Fashion']"
0321,UK,Portuguese,313,63,56,Video,Nature,"['wildlife', 'coding', 'food', 'education', 'beach', 'nature', 'culture']","A post about nature featuring wildlife, coding.","['Travel', 'Education']"
0322,Brazil,Spanish,703,182,127,Reel,Fitness,"['AI', 'coding', 'culture', 'science']","A post about fitness featuring AI, coding.","['Travel', 'Nature']"
0323,USA,Spanish,741,86,130,Image,Music,"['technology', 'coding', 'vacation', 'food', 'art', 'nature']","A post about music featuring technology, coding.","['Health', 'Fitness']"
0324,USA,German,245,54,39,Text,Technology,"['wildlife', 'technology', 'recipe', 'health', 'machinelearning', 'nature', 'coding']","A post about technology featuring wildlife, technology.","['Sports', 'Music']"
0325,France,French,463,90,27,Text,Health,"['art', 'beach', 'food']","A post about health featuring art, beach.","['Education', 'Sports']"
0326,Italy,German,865,202,92,Video,Fashion,"['music', 'forest', 'learning']","A post about fashion featuring music, forest.","['Health', 'Education']"
0327,India,Spanish,387,102,57,Image,Technology,"['machinelearning', 'beach', 'coding', 'vacation', 'technology', 'education', 'AI']","A post about technology featuring machinelearning, beach.","['Education', 'Fashion']"
0328,Japan,English,258,73,43,Text,Nature,"['food', 'AI', 'education', 'art', 'learning']","A post about nature featuring food, AI.","['Education', 'Cooking']"
0329,India,English,334,55,30,Image,Technology,"['coding', 'fashion', 'beach', 'art']","A post about technology featuring coding, fashion.","['Fashion', 'Health']"
0330,India,Spanish,936,108,115,Reel,Health,"['machinelearning', 'wildlife', 'fitness', 'travel', 'coding', 'students']","A post about health featuring machinelearning, wildlife.","['Music', 'Health']"
0331,USA,French,329,55,53,Image,Technology,"['beach', 'machinelearning', 'adventure']","A post about technology featuring beach, machinelearning.","['Fitness', 'Travel']"
0332,Italy,English,591,106,43,Text,Sports,"['nature', 'music', 'wildlife']","A post about sports featuring nature, music.","['Nature', 'Health']"
0333,Brazil,Hindi,441,118,51,Text,Sports,"['fashion', 'sports', 'forest']","A post about sports featuring fashion, sports.","['Fashion', 'Music']"
0334,India,French,625,164,97,Reel,Travel,"['machinelearning', 'science', 'travel', 'recipe', 'learning', 'nature', 'fitness']","A post about travel featuring machinelearning, science.","['Music', 'Education']"
0335,Australia,English,477,60,82,Text,Sports,"['students', 'machinelearning', 'music', 'coding']","A post about sports featuring students, machinelearning.","['Travel', 'Cooking']"
0336,Australia,German,755,200,76,Image,Sports,"['culture', 'adventure', 'fashion', 'music', 'art', 'learning']","A post about sports featuring culture, adventure.","['Music', 'Fashion']"
0337,India,Japanese,988,248,86,Reel,Music,"['coding', 'AI', 'health', 'learning', 'culture', 'wildlife']","A post about music featuring coding, AI.","['Fitness', 'Fashion']"
0338,USA,Spanish,451,125,24,Text,Education,"['forest', 'sports', 'wildlife', 'art', 'nature', 'fashion', 'music']","A post about education featuring forest, sports.","['Technology', 'Nature']"
0339,France,French,500,61,66,Image,Fitness,"['fashion', 'technology', 'nature', 'students', 'science', 'vacation']","A post about fitness featuring fashion, technology.","['Sports', 'Travel']"
0340,Italy,Spanish,469,74,70,Text,Sports,"['beach', 'students', 'fashion', 'wildlife', 'machinelearning']","A post about sports featuring beach, students.","['Nature', 'Fitness']"
0341,India,English,177,36,18,Text,Nature,"['machinelearning', 'health', 'beach', 'learning', 'sports']","A post about nature featuring machinelearning, health.","['Fitness', 'Fashion']"
0342,India,Japanese,257,49,17,Image,Nature,"['sports', 'beach', 'forest']","A post about nature featuring sports, beach.","['Fitness', 'Music']"
0343,Japan,Hindi,512,141,93,Image,Travel,"['education', 'food', 'health', 'fashion', 'forest', 'sports']","A post about travel featuring education, food.","['Technology', 'Health']"
0344,Australia,Japanese,402,108,67,Text,Education,"['nature', 'coding', 'fitness', 'machinelearning', 'sports']","A post about education featuring nature, coding.","['Technology', 'Fashion']"
0345,Brazil,Spanish,137,35,23,Text,Nature,"['recipe', 'art', 'machinelearning', 'adventure']","A post about nature featuring recipe, art.","['Nature', 'Education']"
0346,Canada,Hindi,270,75,19,Text,Cooking,"['fashion', 'wildlife', 'technology', 'art']","A post about cooking featuring fashion, wildlife.","['Sports', 'Education']"
0347,Australia,Hindi,1157,152,181,Reel,Sports,"['learning', 'sports', 'coding', 'AI', 'music', 'culture']","A post about sports featuring learning, sports.","['Travel', 'Technology']"
0348,India,Spanish,333,82,62,Text,Cooking,"['coding', 'vacation', 'music', 'beach', 'wildlife', 'machinelearning', 'technology']","A post about cooking featuring coding, vacation.","['Nature', 'Education']"
0349,India,Japanese,1059,118,72,Video,Sports,"['technology', 'coding', 'vacation', 'food', 'recipe']","A post about sports featuring technology, coding.","['Fashion', 'Sports']"
0350,Canada,English,899,258,66,Reel,Fashion,"['learning', 'students', 'recipe', 'music']","A post about fashion featuring learning, students.","['Technology', 'Fitness']"
0351,Italy,Hindi,504,127,68,Image,Health,"['fashion', 'forest', 'culture', 'adventure', 'vacation']","A post about health featuring fashion, forest.","['Fashion', 'Education']"
0352,Australia,English,663,179,93,Image,Fashion,"['sports', 'wildlife', 'fashion', 'forest']","A post about fashion featuring sports, wildlife.","['Sports', 'Music']"
